Planning Area,Subzone,Age,Sex,Population
Geylang,Total,11.0,Males,450.0
Geylang,Total,11.0,Females,460.0
Geylang,Total,12.0,Total,880.0
Geylang,Total,12.0,Males,460.0
Geylang,Total,12.0,Females,420.0
Geylang,Total,13.0,Total,820.0
Geylang,Total,13.0,Males,420.0
Geylang,Total,13.0,Females,390.0
Geylang,Total,14.0,Total,900.0
Geylang,Total,14.0,Males,480.0
Geylang,Total,14.0,Females,420.0
Geylang,Total,15.0,Total,990.0
Geylang,Total,15.0,Males,520.0
Geylang,Total,15.0,Females,470.0
Geylang,Total,16.0,Total,960.0
Geylang,Total,16.0,Males,480.0
Geylang,Total,16.0,Females,480.0
Geylang,Total,17.0,Total,950.0
Geylang,Total,17.0,Males,520.0
Geylang,Total,17.0,Females,440.0
Geylang,Total,18.0,Total,930.0
Geylang,Total,18.0,Males,500.0
Geylang,Total,18.0,Females,430.0
Geylang,Total,19.0,Total,940.0
Geylang,Total,19.0,Males,460.0
Geylang,Total,19.0,Females,470.0
Geylang,Total,20.0,Total,920.0
Geylang,Total,20.0,Males,480.0
Geylang,Total,20.0,Females,440.0
Geylang,Total,21.0,Total,930.0
Geylang,Total,21.0,Males,480.0
Geylang,Total,21.0,Females,450.0
Geylang,Total,22.0,Total,930.0
Geylang,Total,22.0,Males,500.0
Geylang,Total,22.0,Females,430.0
Geylang,Total,23.0,Total,1150.0
Geylang,Total,23.0,Males,550.0
Geylang,Total,23.0,Females,590.0
Geylang,Total,24.0,Total,1140.0
Geylang,Total,24.0,Males,590.0
Geylang,Total,24.0,Females,550.0
Geylang,Total,25.0,Total,1060.0
Geylang,Total,25.0,Males,490.0
Geylang,Total,25.0,Females,570.0
Geylang,Total,26.0,Total,1290.0
Geylang,Total,26.0,Males,630.0
Geylang,Total,26.0,Females,660.0
Geylang,Total,27.0,Total,1360.0
Geylang,Total,27.0,Males,680.0
Geylang,Total,27.0,Females,680.0
Geylang,Total,28.0,Total,1590.0
Geylang,Total,28.0,Males,790.0
Geylang,Total,28.0,Females,800.0
Geylang,Total,29.0,Total,1710.0
Geylang,Total,29.0,Males,790.0
Geylang,Total,29.0,Females,920.0
Geylang,Total,30.0,Total,1940.0
Geylang,Total,30.0,Males,910.0
Geylang,Total,30.0,Females,1030.0
Geylang,Total,31.0,Total,2230.0
Geylang,Total,31.0,Males,1070.0
Geylang,Total,31.0,Females,1160.0
Geylang,Total,32.0,Total,2100.0
Geylang,Total,32.0,Males,1020.0
Geylang,Total,32.0,Females,1080.0
Geylang,Total,33.0,Total,2370.0
Geylang,Total,33.0,Males,1150.0
Geylang,Total,33.0,Females,1210.0
Geylang,Total,34.0,Total,2130.0
Geylang,Total,34.0,Males,1050.0
Geylang,Total,34.0,Females,1090.0
Geylang,Total,35.0,Total,2290.0
Geylang,Total,35.0,Males,1110.0
Geylang,Total,35.0,Females,1190.0
Geylang,Total,36.0,Total,2050.0
Geylang,Total,36.0,Males,1050.0
Geylang,Total,36.0,Females,1010.0
Geylang,Total,37.0,Total,1680.0
Geylang,Total,37.0,Males,830.0
Geylang,Total,37.0,Females,850.0
Geylang,Total,38.0,Total,1760.0
Geylang,Total,38.0,Males,830.0
Geylang,Total,38.0,Females,920.0
Geylang,Total,39.0,Total,1760.0
Geylang,Total,39.0,Males,860.0
Geylang,Total,39.0,Females,910.0
Geylang,Total,40.0,Total,1660.0
Geylang,Total,40.0,Males,800.0
Geylang,Total,40.0,Females,860.0
Geylang,Total,41.0,Total,1760.0
Geylang,Total,41.0,Males,820.0
Geylang,Total,41.0,Females,940.0
Geylang,Total,42.0,Total,1690.0
Geylang,Total,42.0,Males,790.0
Geylang,Total,42.0,Females,900.0
Geylang,Total,43.0,Total,1670.0
Geylang,Total,43.0,Males,790.0
Geylang,Total,43.0,Females,880.0
Geylang,Total,44.0,Total,1580.0
Geylang,Total,44.0,Males,760.0
Geylang,Total,44.0,Females,810.0
Geylang,Total,45.0,Total,1580.0
Geylang,Total,45.0,Males,750.0
Geylang,Total,45.0,Females,830.0
Geylang,Total,46.0,Total,1550.0
Geylang,Total,46.0,Males,720.0
Geylang,Total,46.0,Females,830.0
Geylang,Total,47.0,Total,1650.0
Geylang,Total,47.0,Males,790.0
Geylang,Total,47.0,Females,860.0
Geylang,Total,48.0,Total,1620.0
Geylang,Total,48.0,Males,820.0
Geylang,Total,48.0,Females,800.0
Geylang,Total,49.0,Total,1590.0
Geylang,Total,49.0,Males,770.0
Geylang,Total,49.0,Females,830.0
Geylang,Total,50.0,Total,1660.0
Geylang,Total,50.0,Males,800.0
Geylang,Total,50.0,Females,860.0
Geylang,Total,51.0,Total,1710.0
Geylang,Total,51.0,Males,830.0
Geylang,Total,51.0,Females,880.0
Geylang,Total,52.0,Total,1710.0
Geylang,Total,52.0,Males,910.0
Geylang,Total,52.0,Females,800.0
Geylang,Total,53.0,Total,1470.0
Geylang,Total,53.0,Males,750.0
Geylang,Total,53.0,Females,710.0
Geylang,Total,54.0,Total,1480.0
Geylang,Total,54.0,Males,730.0
Geylang,Total,54.0,Females,750.0
Geylang,Total,55.0,Total,1510.0
Geylang,Total,55.0,Males,760.0
Geylang,Total,55.0,Females,750.0
Geylang,Total,56.0,Total,1540.0
Geylang,Total,56.0,Males,780.0
Geylang,Total,56.0,Females,760.0
Geylang,Total,57.0,Total,1530.0
Geylang,Total,57.0,Males,790.0
Geylang,Total,57.0,Females,750.0
Geylang,Total,58.0,Total,1590.0
Geylang,Total,58.0,Males,800.0
Geylang,Total,58.0,Females,800.0
Geylang,Total,59.0,Total,1590.0
Geylang,Total,59.0,Males,820.0
Geylang,Total,59.0,Females,770.0
Geylang,Total,60.0,Total,1670.0
Geylang,Total,60.0,Males,850.0
Geylang,Total,60.0,Females,820.0
Geylang,Total,61.0,Total,1710.0
Geylang,Total,61.0,Males,870.0
Geylang,Total,61.0,Females,850.0
Geylang,Total,62.0,Total,1680.0
Geylang,Total,62.0,Males,880.0
Geylang,Total,62.0,Females,800.0
Geylang,Total,63.0,Total,1760.0
Geylang,Total,63.0,Males,900.0
Geylang,Total,63.0,Females,860.0
Geylang,Total,64.0,Total,1680.0
Geylang,Total,64.0,Males,860.0
Geylang,Total,64.0,Females,810.0
Geylang,Total,65.0,Total,1700.0
Geylang,Total,65.0,Males,860.0
Geylang,Total,65.0,Females,840.0
Geylang,Total,66.0,Total,1700.0
Geylang,Total,66.0,Males,840.0
Geylang,Total,66.0,Females,860.0
Geylang,Total,67.0,Total,1690.0
Geylang,Total,67.0,Males,870.0
Geylang,Total,67.0,Females,820.0
Geylang,Total,68.0,Total,1690.0
Geylang,Total,68.0,Males,820.0
Geylang,Total,68.0,Females,860.0
Geylang,Total,69.0,Total,1540.0
Geylang,Total,69.0,Males,740.0
Geylang,Total,69.0,Females,800.0
Geylang,Total,70.0,Total,1490.0
Geylang,Total,70.0,Males,730.0
Geylang,Total,70.0,Females,760.0
Geylang,Total,71.0,Total,1390.0
Geylang,Total,71.0,Males,680.0
Geylang,Total,71.0,Females,710.0
Geylang,Total,72.0,Total,1300.0
Geylang,Total,72.0,Males,620.0
Geylang,Total,72.0,Females,680.0
Geylang,Total,73.0,Total,1230.0
Geylang,Total,73.0,Males,580.0
Geylang,Total,73.0,Females,650.0
Geylang,Total,74.0,Total,1250.0
Geylang,Total,74.0,Males,580.0
Geylang,Total,74.0,Females,670.0
Geylang,Total,75.0,Total,1220.0
Geylang,Total,75.0,Males,550.0
Geylang,Total,75.0,Females,670.0
Geylang,Total,76.0,Total,1080.0
Geylang,Total,76.0,Males,510.0
Geylang,Total,76.0,Females,580.0
Geylang,Total,77.0,Total,1110.0
Geylang,Total,77.0,Males,480.0
Geylang,Total,77.0,Females,630.0
Geylang,Total,78.0,Total,650.0
Geylang,Total,78.0,Males,290.0
Geylang,Total,78.0,Females,360.0
Geylang,Total,79.0,Total,520.0
Geylang,Total,79.0,Males,230.0
Geylang,Total,79.0,Females,290.0
Geylang,Total,80.0,Total,670.0
Geylang,Total,80.0,Males,290.0
Geylang,Total,80.0,Females,380.0
Geylang,Total,81.0,Total,520.0
Geylang,Total,81.0,Males,230.0
Geylang,Total,81.0,Females,290.0
Geylang,Total,82.0,Total,500.0
Geylang,Total,82.0,Males,190.0
Geylang,Total,82.0,Females,310.0
Geylang,Total,83.0,Total,570.0
Geylang,Total,83.0,Males,240.0
Geylang,Total,83.0,Females,330.0
Geylang,Total,84.0,Total,550.0
Geylang,Total,84.0,Males,220.0
Geylang,Total,84.0,Females,330.0
Geylang,Total,85.0,Total,480.0
Geylang,Total,85.0,Males,180.0
Geylang,Total,85.0,Females,300.0
Geylang,Total,86.0,Total,380.0
Geylang,Total,86.0,Males,170.0
Geylang,Total,86.0,Females,210.0
Geylang,Total,87.0,Total,260.0
Geylang,Total,87.0,Males,100.0
Geylang,Total,87.0,Females,160.0
Geylang,Total,88.0,Total,270.0
Geylang,Total,88.0,Males,90.0
Geylang,Total,88.0,Females,180.0
Geylang,Total,89.0,Total,280.0
Geylang,Total,89.0,Males,100.0
Geylang,Total,89.0,Females,190.0
Geylang,Aljunied,0.0,Total,310.0
Geylang,Aljunied,0.0,Males,160.0
Geylang,Aljunied,0.0,Females,160.0
Geylang,Aljunied,1.0,Total,320.0
Geylang,Aljunied,1.0,Males,160.0
Geylang,Aljunied,1.0,Females,160.0
Geylang,Aljunied,2.0,Total,320.0
Geylang,Aljunied,2.0,Males,160.0
Geylang,Aljunied,2.0,Females,160.0
Geylang,Aljunied,3.0,Total,350.0
Geylang,Aljunied,3.0,Males,160.0
Geylang,Aljunied,3.0,Females,180.0
Geylang,Aljunied,4.0,Total,370.0
Geylang,Aljunied,4.0,Males,190.0
Geylang,Aljunied,4.0,Females,180.0
Geylang,Aljunied,5.0,Total,330.0
Geylang,Aljunied,5.0,Males,170.0
Geylang,Aljunied,5.0,Females,160.0
Geylang,Aljunied,6.0,Total,340.0
Geylang,Aljunied,6.0,Males,180.0
Geylang,Aljunied,6.0,Females,160.0
Geylang,Aljunied,7.0,Total,360.0
Geylang,Aljunied,7.0,Males,190.0
Geylang,Aljunied,7.0,Females,170.0
Geylang,Aljunied,8.0,Total,330.0
Geylang,Aljunied,8.0,Males,160.0
Geylang,Aljunied,8.0,Females,170.0
Geylang,Aljunied,9.0,Total,320.0
Geylang,Aljunied,9.0,Males,160.0
Geylang,Aljunied,9.0,Females,160.0
Geylang,Aljunied,10.0,Total,330.0
Geylang,Aljunied,10.0,Males,170.0
Geylang,Aljunied,10.0,Females,160.0
Geylang,Aljunied,11.0,Total,330.0
Geylang,Aljunied,11.0,Males,170.0
Geylang,Aljunied,11.0,Females,170.0
Geylang,Aljunied,12.0,Total,320.0
Geylang,Aljunied,12.0,Males,180.0
Geylang,Aljunied,12.0,Females,140.0
Geylang,Aljunied,13.0,Total,290.0
Geylang,Aljunied,13.0,Males,150.0
Geylang,Aljunied,13.0,Females,140.0
Geylang,Aljunied,14.0,Total,320.0
Geylang,Aljunied,14.0,Males,160.0
Geylang,Aljunied,14.0,Females,160.0
Geylang,Aljunied,15.0,Total,370.0
Geylang,Aljunied,15.0,Males,190.0
Geylang,Aljunied,15.0,Females,180.0
Geylang,Aljunied,16.0,Total,360.0
Geylang,Aljunied,16.0,Males,170.0
Geylang,Aljunied,16.0,Females,190.0
Geylang,Aljunied,17.0,Total,350.0
Geylang,Aljunied,17.0,Males,190.0
Geylang,Aljunied,17.0,Females,160.0
Geylang,Aljunied,18.0,Total,330.0
Geylang,Aljunied,18.0,Males,190.0
Geylang,Aljunied,18.0,Females,140.0
Geylang,Aljunied,19.0,Total,340.0
Geylang,Aljunied,19.0,Males,160.0
Geylang,Aljunied,19.0,Females,180.0
Geylang,Aljunied,20.0,Total,310.0
Geylang,Aljunied,20.0,Males,170.0
Geylang,Aljunied,20.0,Females,140.0
Geylang,Aljunied,21.0,Total,310.0
Geylang,Aljunied,21.0,Males,170.0
Geylang,Aljunied,21.0,Females,150.0
Geylang,Aljunied,22.0,Total,290.0
Geylang,Aljunied,22.0,Males,170.0
Geylang,Aljunied,22.0,Females,120.0
Geylang,Aljunied,23.0,Total,420.0
Geylang,Aljunied,23.0,Males,210.0
Geylang,Aljunied,23.0,Females,210.0
Geylang,Aljunied,24.0,Total,410.0
Geylang,Aljunied,24.0,Males,210.0
Geylang,Aljunied,24.0,Females,200.0
Geylang,Aljunied,25.0,Total,370.0
Geylang,Aljunied,25.0,Males,170.0
Geylang,Aljunied,25.0,Females,200.0
Geylang,Aljunied,26.0,Total,440.0
Geylang,Aljunied,26.0,Males,210.0
Geylang,Aljunied,26.0,Females,230.0
Geylang,Aljunied,27.0,Total,490.0
Geylang,Aljunied,27.0,Males,250.0
Geylang,Aljunied,27.0,Females,250.0
Geylang,Aljunied,28.0,Total,620.0
Geylang,Aljunied,28.0,Males,320.0
Geylang,Aljunied,28.0,Females,300.0
Geylang,Aljunied,29.0,Total,650.0
Geylang,Aljunied,29.0,Males,310.0
Geylang,Aljunied,29.0,Females,350.0
Geylang,Aljunied,30.0,Total,690.0
Geylang,Aljunied,30.0,Males,310.0
Geylang,Aljunied,30.0,Females,380.0
Geylang,Aljunied,31.0,Total,820.0
Geylang,Aljunied,31.0,Males,400.0
Geylang,Aljunied,31.0,Females,420.0
Geylang,Aljunied,32.0,Total,760.0
Geylang,Aljunied,32.0,Males,370.0
Geylang,Aljunied,32.0,Females,390.0
Geylang,Aljunied,33.0,Total,840.0
Geylang,Aljunied,33.0,Males,390.0
Geylang,Aljunied,33.0,Females,450.0
Geylang,Aljunied,34.0,Total,760.0
Geylang,Aljunied,34.0,Males,390.0
Geylang,Aljunied,34.0,Females,380.0
Geylang,Aljunied,35.0,Total,830.0
Geylang,Aljunied,35.0,Males,380.0
Geylang,Aljunied,35.0,Females,450.0
Geylang,Aljunied,36.0,Total,770.0
Geylang,Aljunied,36.0,Males,400.0
Geylang,Aljunied,36.0,Females,370.0
Geylang,Aljunied,37.0,Total,640.0
Geylang,Aljunied,37.0,Males,320.0
Geylang,Aljunied,37.0,Females,320.0
Geylang,Aljunied,38.0,Total,690.0
Geylang,Aljunied,38.0,Males,330.0
Geylang,Aljunied,38.0,Females,360.0
Geylang,Aljunied,39.0,Total,670.0
Geylang,Aljunied,39.0,Males,320.0
Geylang,Aljunied,39.0,Females,350.0
Geylang,Aljunied,40.0,Total,690.0
Geylang,Aljunied,40.0,Males,330.0
Geylang,Aljunied,40.0,Females,360.0
Geylang,Aljunied,41.0,Total,690.0
Geylang,Aljunied,41.0,Males,330.0
Geylang,Aljunied,41.0,Females,360.0
Geylang,Aljunied,42.0,Total,630.0
Geylang,Aljunied,42.0,Males,300.0
Geylang,Aljunied,42.0,Females,330.0
Geylang,Aljunied,43.0,Total,630.0
Geylang,Aljunied,43.0,Males,290.0
Geylang,Aljunied,43.0,Females,340.0
Geylang,Aljunied,44.0,Total,590.0
Geylang,Aljunied,44.0,Males,280.0
Geylang,Aljunied,44.0,Females,310.0
Geylang,Aljunied,45.0,Total,630.0
Geylang,Aljunied,45.0,Males,310.0
Geylang,Aljunied,45.0,Females,320.0
Geylang,Aljunied,46.0,Total,590.0
Geylang,Aljunied,46.0,Males,290.0
Geylang,Aljunied,46.0,Females,310.0
Geylang,Aljunied,47.0,Total,640.0
Geylang,Aljunied,47.0,Males,300.0
Geylang,Aljunied,47.0,Females,340.0
Geylang,Aljunied,48.0,Total,620.0
Geylang,Aljunied,48.0,Males,300.0
Geylang,Aljunied,48.0,Females,320.0
Geylang,Aljunied,49.0,Total,680.0
Geylang,Aljunied,49.0,Males,330.0
Geylang,Aljunied,49.0,Females,350.0
Geylang,Aljunied,50.0,Total,660.0
Geylang,Aljunied,50.0,Males,310.0
Geylang,Aljunied,50.0,Females,350.0
Geylang,Aljunied,51.0,Total,700.0
Geylang,Aljunied,51.0,Males,350.0
Geylang,Aljunied,51.0,Females,350.0
Geylang,Aljunied,52.0,Total,660.0
Geylang,Aljunied,52.0,Males,360.0
Geylang,Aljunied,52.0,Females,300.0
Geylang,Aljunied,53.0,Total,580.0
Geylang,Aljunied,53.0,Males,300.0
Geylang,Aljunied,53.0,Females,270.0
Geylang,Aljunied,54.0,Total,570.0
Geylang,Aljunied,54.0,Males,280.0
Geylang,Aljunied,54.0,Females,290.0
Geylang,Aljunied,55.0,Total,550.0
Geylang,Aljunied,55.0,Males,280.0
Geylang,Aljunied,55.0,Females,270.0
Geylang,Aljunied,56.0,Total,530.0
Geylang,Aljunied,56.0,Males,280.0
Geylang,Aljunied,56.0,Females,250.0
Geylang,Aljunied,57.0,Total,580.0
Geylang,Aljunied,57.0,Males,310.0
Geylang,Aljunied,57.0,Females,260.0
Geylang,Aljunied,58.0,Total,550.0
Geylang,Aljunied,58.0,Males,290.0
Geylang,Aljunied,58.0,Females,260.0
Geylang,Aljunied,59.0,Total,550.0
Geylang,Aljunied,59.0,Males,290.0
Geylang,Aljunied,59.0,Females,260.0
Geylang,Aljunied,60.0,Total,600.0
Geylang,Aljunied,60.0,Males,300.0
Geylang,Aljunied,60.0,Females,290.0
Geylang,Aljunied,61.0,Total,640.0
Geylang,Aljunied,61.0,Males,330.0
Geylang,Aljunied,61.0,Females,310.0
Geylang,Aljunied,62.0,Total,610.0
Geylang,Aljunied,62.0,Males,320.0
Geylang,Aljunied,62.0,Females,290.0
Geylang,Aljunied,63.0,Total,650.0
Geylang,Aljunied,63.0,Males,330.0
Geylang,Aljunied,63.0,Females,310.0
Geylang,Aljunied,64.0,Total,590.0
Geylang,Aljunied,64.0,Males,300.0
Geylang,Aljunied,64.0,Females,290.0
Geylang,Aljunied,65.0,Total,620.0
Geylang,Aljunied,65.0,Males,320.0
Geylang,Aljunied,65.0,Females,300.0
Geylang,Aljunied,66.0,Total,570.0
Geylang,Aljunied,66.0,Males,300.0
Geylang,Aljunied,66.0,Females,280.0
Geylang,Aljunied,67.0,Total,620.0
Geylang,Aljunied,67.0,Males,320.0
Geylang,Aljunied,67.0,Females,300.0
Geylang,Aljunied,68.0,Total,630.0
Geylang,Aljunied,68.0,Males,300.0
Geylang,Aljunied,68.0,Females,330.0
Geylang,Aljunied,69.0,Total,570.0
Geylang,Aljunied,69.0,Males,270.0
Geylang,Aljunied,69.0,Females,300.0
Geylang,Aljunied,70.0,Total,550.0
Geylang,Aljunied,70.0,Males,260.0
Geylang,Aljunied,70.0,Females,280.0
Geylang,Aljunied,71.0,Total,520.0
Geylang,Aljunied,71.0,Males,260.0
Geylang,Aljunied,71.0,Females,260.0
Geylang,Aljunied,72.0,Total,490.0
Geylang,Aljunied,72.0,Males,240.0
Geylang,Aljunied,72.0,Females,250.0
Geylang,Aljunied,73.0,Total,450.0
Geylang,Aljunied,73.0,Males,210.0
Geylang,Aljunied,73.0,Females,240.0
Geylang,Aljunied,74.0,Total,460.0
Geylang,Aljunied,74.0,Males,230.0
Geylang,Aljunied,74.0,Females,230.0
Geylang,Aljunied,75.0,Total,460.0
Geylang,Aljunied,75.0,Males,200.0
Geylang,Aljunied,75.0,Females,250.0
Geylang,Aljunied,76.0,Total,400.0
Geylang,Aljunied,76.0,Males,180.0
Geylang,Aljunied,76.0,Females,220.0
Geylang,Aljunied,77.0,Total,420.0
Geylang,Aljunied,77.0,Males,180.0
Geylang,Aljunied,77.0,Females,240.0
Geylang,Aljunied,78.0,Total,250.0
Geylang,Aljunied,78.0,Males,110.0
Geylang,Aljunied,78.0,Females,140.0
Geylang,Aljunied,79.0,Total,200.0
Geylang,Aljunied,79.0,Males,90.0
Geylang,Aljunied,79.0,Females,110.0
Geylang,Aljunied,80.0,Total,240.0
Geylang,Aljunied,80.0,Males,100.0
Geylang,Aljunied,80.0,Females,140.0
Geylang,Aljunied,81.0,Total,170.0
Geylang,Aljunied,81.0,Males,80.0
Geylang,Aljunied,81.0,Females,90.0
Geylang,Aljunied,82.0,Total,190.0
Geylang,Aljunied,82.0,Males,70.0
Geylang,Aljunied,82.0,Females,120.0
Geylang,Aljunied,83.0,Total,210.0
Geylang,Aljunied,83.0,Males,100.0
Geylang,Aljunied,83.0,Females,120.0
Geylang,Aljunied,84.0,Total,210.0
Geylang,Aljunied,84.0,Males,80.0
Geylang,Aljunied,84.0,Females,130.0
Geylang,Aljunied,85.0,Total,180.0
Geylang,Aljunied,85.0,Males,70.0
Geylang,Aljunied,85.0,Females,110.0
Geylang,Aljunied,86.0,Total,160.0
Geylang,Aljunied,86.0,Males,60.0
Geylang,Aljunied,86.0,Females,100.0
Geylang,Aljunied,87.0,Total,100.0
Geylang,Aljunied,87.0,Males,40.0
Geylang,Aljunied,87.0,Females,60.0
Geylang,Aljunied,88.0,Total,110.0
Geylang,Aljunied,88.0,Males,40.0
Geylang,Aljunied,88.0,Females,70.0
Geylang,Aljunied,89.0,Total,100.0
Geylang,Aljunied,89.0,Males,40.0
Geylang,Aljunied,89.0,Females,60.0
Geylang,Geylang East,0.0,Total,250.0
Geylang,Geylang East,0.0,Males,130.0
Geylang,Geylang East,0.0,Females,120.0
Geylang,Geylang East,1.0,Total,250.0
Geylang,Geylang East,1.0,Males,130.0
Geylang,Geylang East,1.0,Females,120.0
Geylang,Geylang East,2.0,Total,260.0
Geylang,Geylang East,2.0,Males,120.0
Geylang,Geylang East,2.0,Females,140.0
Geylang,Geylang East,3.0,Total,260.0
Geylang,Geylang East,3.0,Males,140.0
Geylang,Geylang East,3.0,Females,120.0
Geylang,Geylang East,4.0,Total,270.0
Geylang,Geylang East,4.0,Males,130.0
Geylang,Geylang East,4.0,Females,140.0
Geylang,Geylang East,5.0,Total,280.0
Geylang,Geylang East,5.0,Males,130.0
Geylang,Geylang East,5.0,Females,150.0
Geylang,Geylang East,6.0,Total,300.0
Geylang,Geylang East,6.0,Males,160.0
Geylang,Geylang East,6.0,Females,140.0
Geylang,Geylang East,7.0,Total,290.0
Geylang,Geylang East,7.0,Males,130.0
Geylang,Geylang East,7.0,Females,160.0
Geylang,Geylang East,8.0,Total,300.0
Geylang,Geylang East,8.0,Males,150.0
Geylang,Geylang East,8.0,Females,150.0
Geylang,Geylang East,9.0,Total,320.0
Geylang,Geylang East,9.0,Males,160.0
Geylang,Geylang East,9.0,Females,170.0
Geylang,Geylang East,10.0,Total,310.0
Geylang,Geylang East,10.0,Males,150.0
Geylang,Geylang East,10.0,Females,160.0
Geylang,Geylang East,11.0,Total,310.0
Geylang,Geylang East,11.0,Males,160.0
Geylang,Geylang East,11.0,Females,150.0
Geylang,Geylang East,12.0,Total,300.0
Geylang,Geylang East,12.0,Males,140.0
Geylang,Geylang East,12.0,Females,160.0
Geylang,Geylang East,13.0,Total,270.0
Geylang,Geylang East,13.0,Males,130.0
Geylang,Geylang East,13.0,Females,130.0
Geylang,Geylang East,14.0,Total,310.0
Geylang,Geylang East,14.0,Males,180.0
Geylang,Geylang East,14.0,Females,140.0
Geylang,Geylang East,15.0,Total,300.0
Geylang,Geylang East,15.0,Males,160.0
Geylang,Geylang East,15.0,Females,140.0
Geylang,Geylang East,16.0,Total,300.0
Geylang,Geylang East,16.0,Males,160.0
Geylang,Geylang East,16.0,Females,150.0
Geylang,Geylang East,17.0,Total,290.0
Geylang,Geylang East,17.0,Males,160.0
Geylang,Geylang East,17.0,Females,140.0
Geylang,Geylang East,18.0,Total,270.0
Geylang,Geylang East,18.0,Males,140.0
Geylang,Geylang East,18.0,Females,130.0
Geylang,Geylang East,19.0,Total,280.0
Geylang,Geylang East,19.0,Males,150.0
Geylang,Geylang East,19.0,Females,130.0
Geylang,Geylang East,20.0,Total,270.0
Geylang,Geylang East,20.0,Males,130.0
Geylang,Geylang East,20.0,Females,140.0
Geylang,Geylang East,21.0,Total,270.0
Geylang,Geylang East,21.0,Males,150.0
Geylang,Geylang East,21.0,Females,120.0
Geylang,Geylang East,22.0,Total,280.0
Geylang,Geylang East,22.0,Males,140.0
Geylang,Geylang East,22.0,Females,140.0
Geylang,Geylang East,23.0,Total,300.0
Geylang,Geylang East,23.0,Males,150.0
Geylang,Geylang East,23.0,Females,140.0
Geylang,Geylang East,24.0,Total,330.0
Geylang,Geylang East,24.0,Males,170.0
Geylang,Geylang East,24.0,Females,160.0
Geylang,Geylang East,25.0,Total,280.0
Geylang,Geylang East,25.0,Males,130.0
Geylang,Geylang East,25.0,Females,150.0
Geylang,Geylang East,26.0,Total,370.0
Geylang,Geylang East,26.0,Males,180.0
Geylang,Geylang East,26.0,Females,190.0
Geylang,Geylang East,27.0,Total,370.0
Geylang,Geylang East,27.0,Males,180.0
Geylang,Geylang East,27.0,Females,190.0
Geylang,Geylang East,28.0,Total,440.0
Geylang,Geylang East,28.0,Males,210.0
Geylang,Geylang East,28.0,Females,220.0
Geylang,Geylang East,29.0,Total,460.0
Geylang,Geylang East,29.0,Males,210.0
Geylang,Geylang East,29.0,Females,250.0
Geylang,Geylang East,30.0,Total,540.0
Geylang,Geylang East,30.0,Males,260.0
Geylang,Geylang East,30.0,Females,290.0
Geylang,Geylang East,31.0,Total,600.0
Geylang,Geylang East,31.0,Males,280.0
Geylang,Geylang East,31.0,Females,320.0
Geylang,Geylang East,32.0,Total,590.0
Geylang,Geylang East,32.0,Males,290.0
Geylang,Geylang East,32.0,Females,290.0
Geylang,Geylang East,33.0,Total,640.0
Geylang,Geylang East,33.0,Males,320.0
Geylang,Geylang East,33.0,Females,310.0
Geylang,Geylang East,34.0,Total,590.0
Geylang,Geylang East,34.0,Males,280.0
Geylang,Geylang East,34.0,Females,310.0
Geylang,Geylang East,35.0,Total,610.0
Geylang,Geylang East,35.0,Males,300.0
Geylang,Geylang East,35.0,Females,310.0
Geylang,Geylang East,36.0,Total,580.0
Geylang,Geylang East,36.0,Males,280.0
Geylang,Geylang East,36.0,Females,310.0
Geylang,Geylang East,37.0,Total,450.0
Geylang,Geylang East,37.0,Males,220.0
Geylang,Geylang East,37.0,Females,230.0
Geylang,Geylang East,38.0,Total,480.0
Geylang,Geylang East,38.0,Males,230.0
Geylang,Geylang East,38.0,Females,260.0
Geylang,Geylang East,39.0,Total,530.0
Geylang,Geylang East,39.0,Males,260.0
Geylang,Geylang East,39.0,Females,270.0
Geylang,Geylang East,40.0,Total,460.0
Geylang,Geylang East,40.0,Males,200.0
